MOF_name,"Dos at Fermi energy, eln/cell",Band_gap,"Dos at VBM, eln/cell","Dos at CBM, eln/cell",HSE band gap,LCD,"PLD, Å",Density (g/cm3),Accessible Surface Area (m2/cm3),Accessible Surface Area (m2/g),Volume Fraction,Criteria#,Multiplier_Sum,Space_group#,Space_group,Temp,Zprime,Year,Metal,Metal 2,Metal 3,Metals number,Cell volume,Metal density,Crit: metal,Crit: redox match,Crit: redox active linker,Crit: pi-pi stacking,without ions,2D,1aromatico-up,2aromatici-up,N3--NCN up,benzene,6m-rings,pyridine,pyrimidine,metal-S,metal-O,metal-N,metal-halogen,5m-ring-leg2met,5-m-rings,CN-M,M-h2o,M-H2O-M,M-N-NM-N-M,M-C-C-TRIANG,COOM
GUSNUE,15.3274,0.001149409,15.3274,15.3274,not found,2.06284,1.18333,1.858,0,0,0.27774,2,5,19,P212121,173,1,2017,Ni,Co,,2,682.546,0.002930205,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
IWOSUJ,48.6241,0.001128456,48.6241,48.6241,not found,4.70108,2.63069,2.171,0,0,0.45862,2,5,96,P43212,173,0.5,2007,Ni,,,1,1232.406,0.000811421,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
QOPTOG,50.5105,0.000840288,50.5105,50.5105,3,4.89728,4.15221,1.551,1094.31,1088.49,0.62954,2,1,14,P21/n,180,1,2019,Co,,,1,951.386,0.001051098,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
COHTOJ,14.3908,0.086890573,14.3908,14.3908,2.7,5.0285,1.57491,1.381,0,0,0.40732,2,1,227,Fd-3m,473,0.04,2012,Co,,,1,5606.021,0.000356759,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
QAPLEY04,0,0.71706077,4.217008171,7.609685153,not found,0.526667,none,2.182,none,none,none,2,1,14,P21/c,173,1,2017,Cu,,,1,539.051,0.001855112,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
MULYEX01,78.9922,0.001047094,78.9922,78.9922,not found,2.17552,1.50306,1.553,0,0,0.31136,2,1,61,Pbca,298,1,2013,Fe,,,1,3321.51,0.000301068,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
CONDOZ,28.8843,0.001044373,28.8843,28.8843,not found,2.35237,1.43894,1.928,0,0,0.3156,2,9,15,C2/c,173,0.5,2017,As,Mn,,2,975.393,0.003075683,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
QOVXEG,52.476,0.003198154,52.476,52.476,not found,5.45138,2.17083,1.534,0,0,0.4652,2,1,7,Pn,173,1,2019,Co,,,1,6894.447,0.000145044,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
CAWWON,52.0368,0.001018794,52.0368,52.0368,not found,1.73922,0.95314,1.923,0,0,0.30322,2,1,14,P21/c,293,1,2009,Cu,,,1,1045.237,0.000956721,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
KIYHAE,23.7232,0.001008726,23.7232,23.7232,not found,0.413333,none,1.997,none,none,none,2,3,15,C2/c,296,0.5,2010,Cu,,,1,813.449,0.001229333,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
IPEDUC02,30.2045,0.000993216,30.2045,30.2045,not found,2.20935,1.25145,1.577,0,0,0.2999,2,1,166,R-3m,298,0.25,2017,Mn,,,1,1546.819,0.000646488,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
QOVXEG02,67.6293,0.001101789,67.6293,67.6293,3.5,5.62786,2.46074,1.463,0,0,0.48372,2,1,15,C2/c,173,0.5,2019,Co,,,1,7229.152,0.000138329,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
VEHKAU,4.8588,0.000973351,4.8588,4.8588,not found,1.36798,1.12281,2.31,0,0,0.25784,2,1,74,Imma,293,0.25,2006,Cu,,,1,616.874,0.001621077,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
QOSYED,96.8097,0.017673521,96.8097,96.8097,3.4,5.63403,2.09815,1.459,0,0,0.47252,2,1,14,P21/n,293,0.5,2019,Co,,,1,5921.386,0.000168879,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
OQIJUU,76.6034,0.000966276,76.6034,76.6034,not found,0.373333,none,1.991,none,none,none,2,3,65,Cmmm,298,0.13,2010,Mn,,,1,1648.736,0.000606525,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no
OHEVAY,0,0.000962195,0,0,not found,2.15422,1.21534,1.526,0,0,0.32406,2,3,47,Pmmm,150,0.13,2009,Mn,,,1,377.936,0.002645951,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
ASAKEL,59.6819,0.000948589,59.6819,59.6819,not found,8.23617,6.66457,1.624,1954.55,2373.37,0.6641,2,5.5,98,I4122,293,0.25,2011,Ag,,,1,3405.718,0.000880872,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
QOVXEG03,54.9095,0.01445768,54.9095,54.9095,not found,5.63972,2.502,1.529,0,0,0.47754,2,2,15,C2/c,200,0.5,1998,Co,,,1,7161.339,0.000139639,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
SOYDUH,59.6347,0.00093199,59.6347,59.6347,not found,4.72014,2.87609,2.199,0,0,0.52302,2,7,15,C2/c,100,0.5,2018,Ag,,,1,1286.656,0.000777209,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
DIGRUI,42.6354,0.000867227,42.6354,42.6354,not found,2.00264,1.38969,1.981,0,0,0.31152,2,5,2,P-1,293,1,2009,Cu,,,1,1908.909,0.000523859,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
SAQROS,19.7153,0.000866683,19.7153,19.7153,not found,0.54,none,2.542,none,none,none,2,1,15,C2/c,293,1,2011,Cu,,,1,667.868,0.002994604,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
IHOPAW,26.5631,0.000861512,26.5631,26.5631,not found,1.9001,1.07491,1.622,0,0,0.31796,2,2,95,P4322,298,0.5,2016,Cu,,,1,728.615,0.001372467,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
IVAQEC,25.471,0.000849812,25.471,25.471,1.68,4.2448,2.25193,2.085,0,0,0.41508,2,2,12,I2/m,295,0.5,1994,Cu,,,1,1158.723,0.002589057,yes,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no
VEJZEQ,59.2077,0.005318465,59.2077,59.2077,3.5,5.64361,2.46983,1.389,0,0,0.48372,2,1,52,Pnna,90,0.5,2006,Co,,,1,7178.858,0.000139298,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
YEVHAI12,51.1755,0.000799198,51.1755,51.1755,not found,2.47342,1.43848,1.604,0,0,0.31752,2,6,14,P21/c,241,1,2018,Mn,,,1,1222.353,0.000818094,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
RACZEC,6.2233,0.087642152,6.2233,6.2233,2.8,5.78101,5.03354,1.272,712.802,470.225,0.45514,2,4,87,I4/m,150,0.13,2010,Co,,,1,1512.105,0.00066133,no,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
QITRUG,131.0766,0.000765728,131.0766,131.0766,not found,6.78056,3.33097,1.619,0,0,0.49238,2,5,2,P-1,298,0.5,2007,Cu,,,1,3563.025,0.000561321,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
KIQKEA,4.5209,0.000348306,4.5209,4.5209,1.9,5.86528,4.67582,1.785,2139.97,1914.52,0.61752,2,1,62,Pnma,293,0.5,2011,Co,,,1,448.548,0.002229416,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
PUVDIT,35.6603,0.000731986,35.6603,35.6603,not found,4.59849,2.3357,1.809,0,0,0.45918,2,1,9,Cc,293,1,2003,Cu,,,1,2068.03,0.000483552,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
XOJCEF,58.9619,0.00388116,58.9619,58.9619,3.5,5.97396,1.79901,1.709,0,0,0.39578,2,9,2,P-1,120,0.5,2011,Co,,,1,4985.225,0.000200593,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
CUFNEX,18.1605,0.000718108,18.1605,18.1605,0.41,9.08814,8.68749,1.605,1730.54,3221.74,0.7668,2,1,13,P2/n,210,0.5,1984,Cu,,,1,1025.801,0.001949696,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no
HORWEQ,0,0.707988767,13.52689769,21.77631298,not found,2.73403,1.16004,3.251,0,0,0.31098,2,1,2,P-1,298,0.5,2018,Cu,,,1,1127.65,0.0017736,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no
BAFBES,7.8239,0.00071321,7.8239,7.8239,not found,0.453333,none,3.681,none,none,none,2,1,14,P21/n,90,0.5,2010,Ag,Mo,,2,1555.649,0.007713822,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no
RODMOP,74.7816,0.000712394,74.7816,74.7816,3.53,0.506667,none,1.516,none,none,none,2,2,12,C2/m,187,0.5,2009,Fe,,,1,808.703,0.001236548,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
HIFZOM,0,0.705515525,17.35572637,8.316808387,not found,1.95717,1.25816,2.609,0,0,0.32232,2,1,2,P-1,223,0.5,2012,Cu,,,1,566.537,0.00176511,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
ODAYEZ,70.131,0.000685999,70.131,70.131,not found,2.46918,1.18363,1.448,0,0,0.33012,2,3,142,I41/acd,223,0.25,2008,Mn,,,1,2354.425,0.000424732,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no
HECPIP,59.1855,0.00068355,59.1855,59.1855,not found,1.92938,1.22655,1.666,0,0,0.3188,2,1.5,12,C2/m,298,0.25,2010,Cu,,,1,1488.377,0.000671873,yes,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
QOSXUR,37.8765,0.002493107,37.8765,37.8765,not found,7.44051,6.37915,1.376,2807.21,6325.34,0.81362,2,1,2,P-1,298,0.5,2014,Co,,,1,4835.729,0.000206794,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
QOSXUR01,38.4576,0.007526669,38.4576,38.4576,not found,7.49004,6.42165,1.362,2868.73,6530.64,0.8176,2,1,12,C2/m,100,0.25,2014,Co,,,1,4885.61,0.000204683,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
AGIMOU,49.4542,0.000675931,49.4542,49.4542,2.9,3.61774,1.21029,1.965,0,0,0.38528,2,3,14,P21/n,150,1,2002,Mn,,,1,1135.721,0.001760996,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes,no,no
EGEPUD,132.0028,0.000674298,132.0028,132.0028,not found,4.08667,2.33796,1.743,0,0,0.42872,2,1,12,C2/m,123,0.25,1999,Cu,,,1,2940.382,0.000680184,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
NEHXON,29.7951,0.000663958,29.7951,29.7951,not found,2.34262,1.99832,1.562,0,0,0.3706,2,1,14,P21/c,293,0.5,2009,Fe,,,1,807.643,0.001238171,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no
MOTXUO,34.3171,0.000657427,34.3171,34.3171,not found,2.66307,1.91269,1.502,0,0,0.3434,2,2,114,P-421c,200,1,2016,Cu,,,1,1679.511,0.000595411,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
QEKGIW,66.6039,0.000640828,66.6039,66.6039,not found,2.0986,1.36884,1.664,0,0,0.30952,2,1,64,Cmca,295,0.06,1998,Mn,,,1,1146.053,0.00087256,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
PYRCOC01,29.9244,0.005346493,29.9244,29.9244,not found,7.78968,7.24296,1.74,1491.75,1714.81,0.63328,2,2,61,Pbca,298,1,2004,Co,,,1,1099.657,0.001818749,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
KIYHAE01,25.1953,0.000636746,25.1953,25.1953,not found,0.413333,none,1.958,none,none,none,2,1,14,P21/c,295,0.5,1978,Cu,,,1,829.653,0.001205323,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
YEVHAI11,47.442,0.000622052,47.442,47.442,not found,2.51061,1.3689,1.566,0,0,0.33356,2,6,14,P21/c,103,1,2018,Mn,,,1,1251.795,0.000798853,yes,no,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
AGIGUT,36.6676,0.000621508,36.6676,36.6676,not found,3.87928,1.56113,1.875,0,0,0.3995,2,1,15,C2/c,293,1,2007,Cu,,,1,1153.017,0.00173458,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
EXEMOK,38.0444,0.00060763,38.0444,38.0444,not found,5.11976,2.27373,2.079,0,0,0.5113,2,1,14,P21/n,297,0.5,2008,Ag,,,1,1648.877,0.000606473,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
JOBTAY,87.5118,0.000571439,87.5118,87.5118,not found,0.426667,none,2.146,none,none,none,2,1,14,P21/n,293,1,2009,Cu,,,1,2442.907,0.001637393,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no
UJACOX,16.9993,0.000567085,16.9993,16.9993,not found,2.1967,1.17621,1.628,0,0,0.31648,2,1,14,P21/n,298,1,2016,Mn,,,1,725.327,0.001378689,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
PYRCOC05,29.9385,0.000450076,29.9385,29.9385,not found,7.78968,7.24296,1.74,1492,1715.09,0.63328,2,3,61,Pbca,296,1,2010,Co,,,1,1099.657,0.001818749,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
JUXWII,10.9559,0.000525724,10.9559,10.9559,not found,3.96472,2.14449,1.979,0,0,0.47492,2,1,19,P212121,295,1,2000,Ag,,,1,650.314,0.001537719,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
XETHAF,63.9787,0.000522731,63.9787,63.9787,not found,2.48485,1.42189,1.481,0,0,0.33262,2,1,14,P21/c,293,1,2004,Cr,,,1,1552.944,0.000643938,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
WILDUR,90.9772,0.000489805,90.9772,90.9772,not found,1.16,none,2.177,none,none,none,2,1,2,P-1,173,1,2015,Ag,,,1,2273.311,0.000439887,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
MIDBIM,38.7456,0.000487084,38.7456,38.7456,not found,2.47081,1.33303,1.639,0,0,0.31002,2,1,2,P-1,223,1,2012,Mn,,,1,1309.648,0.000763564,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
LIGGOA,0,0.705263275,7.328806185,22.70151148,not found,0.46,none,2.29,none,none,none,2,1,15,C2/c,298,0.5,2016,Cu,,,1,2173.595,0.000460067,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
OHAVEZ,187.2751,0.000426402,187.2751,187.2751,2.72,3.10841,1.27398,1.484,0,0,0.33484,2,1,14,P21/c,123,0.5,2000,Fe,,,1,5913.552,0.000507309,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
PYRCOC,29.6019,0.002863998,29.6019,29.6019,2.8,8.6151,8.12969,1.748,1472.24,1745.92,0.6542,2,4,114,P-421c,100,0.25,2010,Co,,,1,1094.74,0.001826918,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
YIQBEF,24.6983,0.000413069,24.6983,24.6983,not found,1.95786,1.30661,1.772,0,0,0.31026,2,1,12,C2/m,295,0.13,1991,Mn,,,1,821.23,0.001217686,yes,no,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
SOHGUS,104.6641,0.002115413,104.6641,104.6641,0.15,9.69532,8.17839,1.318,1651.65,2281.79,0.69962,2,2,12,C2/m,293,0.5,2006,Co,,,1,4903.02,0.000407912,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no
VECDIR,21.1471,0.000340142,21.1471,21.1471,not found,2.40115,1.32141,1.344,0,0,0.36428,2,1,5,C2,293,0.5,2017,Mn,,,1,882.838,0.001132711,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
COJHIT,40.5169,0.012807854,40.5169,40.5169,0.87,10.09026,9.35131,1.317,1639.23,2287.98,0.70726,2,1,15,C2/c,293,0.5,2016,Co,,,1,2458.091,0.00040682,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no
MOPKIN,69.9416,0.000282726,69.9416,69.9416,not found,1.92134,1.31637,1.708,0,0,0.282,2,1,14,P21/n,293,1,2006,Mn,,,1,1384.887,0.000722081,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
GITTIN,181.7338,0.009884535,181.7338,181.7338,3.12,11.24192,3.73006,1.095,1275.04,1164.64,0.60576,2,1,2,P-1,293,1,2004,Co,,,1,5152.17,0.000194093,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
HOBVOK,31.4732,0.000256059,31.4732,31.4732,not found,1.9722,1.00184,1.901,0,0,0.30816,2,1,55,Pbam,150,0.5,2012,Cu,,,1,847.879,0.001179414,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
XALTOV,70.6673,0.093770155,70.6673,70.6673,2.3,12.1953,3.02013,1.179,0,0,0.62952,2,1,15,C2/c,298,0.5,2006,Co,,,1,10262.027,0.000194893,yes,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no
WUXMOR03,102.0152,0.000242453,102.0152,102.0152,not found,1.41956,0.93989,1.886,0,0,0.24794,2,4,12,C2/m,30,0.25,2011,Mn,,,1,944.358,0.00105892,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
NEVJAZ,33.6407,0.000202997,33.6407,33.6407,not found,1.92794,1.16388,1.553,0,0,0.29946,2,2,12,C2/m,293,0.5,2010,Mn,,,1,1630.654,0.000613251,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
SAKVOQ,31.9931,0.000156466,31.9931,31.9931,not found,4.75012,1.82421,1.804,0,0,0.46964,2,1,14,P21/n,293,0.5,2016,Ag,,,1,2141.085,0.000934106,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
UZAVOH,38.1592,0.000144765,38.1592,38.1592,3,2.53669,1.24953,1.551,0,0,0.34122,2,2,7,Pc,295,1,2000,Cu,,,1,858.187,0.002330494,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
LEXBOI,102.588,0.000127349,102.588,102.588,2,0.3,none,1.975,none,none,none,2,2,15,C2/c,298,0.5,2011,Cr,,,1,1291.644,0.000774207,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
PUVDIT01,35.7428,0.000081362,35.7428,35.7428,not found,5.14366,2.38419,1.809,0,0,0.48122,2,1,68,Ccca,293,0.5,2003,Cu,,,1,1034.012,0.001934214,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
PAXWER,27.1232,0.000064491,27.1232,27.1232,not found,0.433333,none,1.53,none,none,none,2,2,14,P21/n,123,1,2002,Mn,,,1,1228.916,0.003254901,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
WUXMOR,24.5596,5.79602E-05,24.5596,24.5596,not found,1.51576,0.97106,1.854,0,0,0.25896,2,1,2,P-1,295,0.5,2009,Mn,,,1,480.256,0.002082223,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
LEYMEI,62.7176,5.36064E-05,62.7176,62.7176,not found,2.35739,1.11828,1.608,0,0,0.32034,2,1,14,P21/c,100,1,2011,Mn,,,1,1318.228,0.001517188,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
WUXMOR01,24.5496,4.84363E-05,24.5496,24.5496,not found,1.53719,0.90267,1.854,0,0,0.253,2,1,2,P-1,295,2,1997,Mn,,,1,480.38,0.002081685,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
WUXMOR02,24.5526,2.12249E-05,24.5526,24.5526,not found,1.48207,0.9147,1.875,0,0,0.24752,2,1,15,C2/c,173,0.5,2012,Mn,,,1,474.995,0.002105285,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
OFADEH,29.0474,8.21784E-05,29.0474,29.0474,not found,0.806667,none,1.572,none,none,none,3,1,2,P-1,291,1,2010,Fe,,,1,1516.653,0.000659347,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
KODCOY,176.9115,0.00016735,176.9115,176.9115,3.31,0.353333,none,1.899,none,none,none,3,1,14,P21/c,298,1,2013,Fe,,,1,2814.694,0.000355278,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
VETCON,63.355,0.000365449,63.355,63.355,not found,2.18528,1.51765,1.613,0,0,0.28062,3,1,15,C2/c,100,1,2018,Co,,,1,1643.859,0.000608325,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
XETMOY,49.1405,0.00038749,49.1405,49.1405,2.6,3.87195,1.75029,2.076,0,0,0.37716,3,1,14,P21/c,296,0.5,2009,Cu,,,1,891.328,0.002243843,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
EPOVUB,41.4353,0.000430756,41.4353,41.4353,not found,1.98359,1.19484,1.82,0,0,0.2844,3,1,15,C2/c,295,0.5,1989,Co,,,1,1018.421,0.000981912,no,yes,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
QEJLOJ,65.1734,0.000466675,65.1734,65.1734,not found,0.42,none,2.512,none,none,none,3,1,14,P21/c,295,1,2000,Cu,,,1,1501.277,0.001998299,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no
OYOHOA,80.3052,0.00048654,80.3052,80.3052,not found,2.02692,1.18598,1.815,0,0,0.30246,3,23,162,P-31m,100,0.08,2017,Co,,,1,1193.375,0.00083796,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
SARTEK01,11.4192,0.000512663,11.4192,11.4192,not found,1.2033,0.92151,2.226,0,0,0.2501,3,1,14,P21/c,296,1,2015,Cu,,,1,320.021,0.003124795,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
KEPPEB01,103.8647,0.000559738,103.8647,103.8647,3.57,2.41008,1.21088,1.533,0,0,0.3283,3,3,14,P21/c,123,1,2017,Ni,,,1,1729.553,0.000578184,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
TIRZID,14.3902,0.000606542,14.3902,14.3902,not found,1.81272,0.94903,1.953,0,0,0.25222,3,1,12,C2/m,293,0.25,2004,Ni,,,1,485.976,0.002057715,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
SARTEK04,11.4482,0.000636474,11.4482,11.4482,not found,1.16512,0.85433,2.35,0,0,0.2222,3,1,56,Pccn,298,0.5,2015,Cu,,,1,303.15,0.003298697,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
LADHUW,82.141,0.000638107,82.141,82.141,not found,1.07333,none,1.592,none,none,none,3,1,65,Cmmm,298,0.13,2013,Co,,,1,1600.353,0.000624862,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
QOSMIW,38.1028,0.000677563,38.1028,38.1028,not found,4.46162,2.55722,1.766,0,0,0.4202,3,1,12,C2/m,295,0.25,2000,Ag,,,1,2014.793,0.000496329,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
QEJZUB,38.6756,0.000695795,38.6756,38.6756,not found,1.25147,0.95499,3.033,0,0,0.25042,3,1,14,P21/c,295,1,2000,Cu,,,1,582.594,0.003432922,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
