MOF_name,"Dos at Fermi energy, eln/cell",Band_gap,"Dos at VBM, eln/cell","Dos at CBM, eln/cell",HSE band gap,LCD,"PLD, Å",Density (g/cm3),Accessible Surface Area (m2/cm3),Accessible Surface Area (m2/g),Volume Fraction,Criteria#,Multiplier_Sum,Space_group#,Space_group,Temp,Zprime,Year,Metal,Metal 2,Metal 3,Metals number,Cell volume,Metal density,Crit: metal,Crit: redox match,Crit: redox active linker,Crit: pi-pi stacking,without ions,2D,1aromatico-up,2aromatici-up,N3--NCN up,benzene,6m-rings,pyridine,pyrimidine,metal-S,metal-O,metal-N,metal-halogen,5m-ring-leg2met,5-m-rings,CN-M,M-h2o,M-H2O-M,M-N-NM-N-M,M-C-C-TRIANG,COOM
WOZXOA,76.638,0.000715932,76.638,76.638,0.6,2.72446,1.23989,1.664,0,0,0.31106,3,1,14,P21/c,293,0.5,2010,Co,,,1,1529.229,0.000653924,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
UHOKOR,8.802,0.000722734,8.802,8.802,not found,1.81592,1.20897,1.944,0,0,0.26352,3,1,2,P-1,293,1,2006,Co,,,1,762.319,0.001311787,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no
LETDIY,13.2261,0.000731442,13.2261,13.2261,not found,1.54232,1.0392,3.772,0,0,0.24786,3,2,13,P2/n,294,0.5,2008,Cu,,,1,625.119,0.003199391,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
MEKLUJ01,70.7686,0.00078015,70.7686,70.7686,not found,0.393333,none,1.756,none,none,none,3,1,29,Pca21,293,1,2017,Co,,,1,2164.593,0.000461981,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
CIRTIJ,25.5474,0.000843281,25.5474,25.5474,not found,0.926667,none,1.758,none,none,none,3,2,14,P21/c,150,1,2003,Mn,,,1,434.37,0.002302185,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no
LATQEF,83.0591,0.000947773,83.0591,83.0591,not found,0.56,none,2.728,none,none,none,3,1,2,P-1,100,0.5,2018,Mn,Fe,,2,669.183,0.002988719,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
NURFOV,101.7411,0.000966548,101.7411,101.7411,not found,2.08312,1.29203,1.652,0,0,0.31544,3,1,2,P-1,100,0.5,2015,Mn,,,1,2213.807,0.000451711,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
OFACUW,28.6015,0.000981243,28.6015,28.6015,not found,0.526667,none,1.489,none,none,none,3,13.5,190,P-62c,180,0.17,2015,Fe,,,1,1293.667,0.000772996,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
KUHXIV01,33.7725,0.000990494,33.7725,33.7725,not found,2.16017,1.23172,1.598,0,0,0.3208,3,1,14,P21/c,100,1,2018,Co,,,1,679.902,0.0014708,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
KEPPAX,73.0438,0.001071856,73.0438,73.0438,not found,2.46993,1.29326,1.515,0,0,0.32898,3,1,20,C2221,298,0.5,2006,Co,,,1,1750.754,0.000571182,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
COGXUU,36.1361,0.001086823,36.1361,36.1361,not found,0.46,none,1.594,none,none,none,3,2.9,14,P21/c,150,1,2003,Co,,,1,790.081,0.001265693,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
EFIRUH,60.0864,0.001148593,60.0864,60.0864,not found,2.09924,1.02992,1.958,0,0,0.3114,3,1,142,I41/acd,150,0.5,2017,Cu,,,1,2140.585,0.000934324,yes,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
SARTAG,9.164,0.001157572,9.164,9.164,not found,1.24906,0.84116,3.053,0,0,0.24458,3,1,60,Pbcn,291,0.5,2014,Cu,,,1,330.121,0.003029192,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
JIHSUR,27.5711,0.001180974,27.5711,27.5711,not found,1.66667,none,1.746,none,none,none,3,1,12,C2/m,293,0.25,2004,Co,,,1,665.07,0.001503601,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
XAJGUM,15.1429,0.001182607,15.1429,15.1429,not found,2.03403,1.0292,2.329,0,0,0.24908,3,1,12,C2/m,298,0.25,2016,Co,,,1,534.531,0.001870799,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
TIRZOJ,15.9827,0.001357848,15.9827,15.9827,not found,1.98535,1.01364,2.373,0,0,0.27402,3,2,230,Ia-3d,100,1,2012,Ni,,,1,524.369,0.001907054,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
OFIROK,17.515,0.001358937,17.515,17.515,not found,2.06863,1.18836,2.16,0,0,0.25208,3,1,65,Cmmm,293,0.13,2010,Co,,,1,408.953,0.002445269,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
SARTEK02,11.0054,0.001470775,11.0054,11.0054,not found,1.11958,0.83641,2.351,0,0,0.22116,3,1,61,Pbca,298,1,2009,Cu,,,1,303.035,0.003299949,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
DOTHIE,33.9882,0.001474857,33.9882,33.9882,not found,1.77732,0.97589,1.636,0,0,0.27518,3,1,14,P21/c,293,1,2016,Co,,,1,867.221,0.001153109,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
REBLUF,15.0265,0.001478667,15.0265,15.0265,not found,2.21908,1.39761,2.192,0,0,0.31292,3,2,21,C222,293,0.25,2008,Cu,,,1,662.192,0.006040544,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
SARTAG01,9.1372,0.001548056,9.1372,9.1372,not found,1.13051,0.74853,3.081,0,0,0.22562,3,21,65,Cmmm,90,0.13,2009,Cu,,,1,327.09,0.003057263,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
HECJIL,37.1457,0.001657718,37.1457,37.1457,not found,0.433333,none,1.586,none,none,none,3,1,2,P-1,296,0.5,2013,Co,,,1,856.88,0.001167025,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
PIWVID,7.3535,0.001723569,7.3535,7.3535,not found,3.95333,none,2.279,none,none,none,3,1,56,Pccn,280,0.5,2014,Cu,,,1,555.949,0.003597452,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no
QEJKUO,71.1988,0.00174425,71.1988,71.1988,0.19,0.466667,none,2.197,none,none,none,3,1,14,P21/c,295,1,2000,Cu,,,1,1440.145,0.002083124,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no
OQIMEI,31.8949,0.00175459,31.8949,31.8949,not found,0.38,none,1.623,none,none,none,3,1.5,15,I2/a,88,1,2005,Co,,,1,936.035,0.001068336,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
WIKKOS,16.7487,0.001822074,16.7487,16.7487,2.43,2.11037,1.03181,1.793,0,0,0.28838,3,1,2,P-1,296,1,2017,Ni,,,1,577.743,0.001730873,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
DEYMOJ,46.0382,0.001850918,46.0382,46.0382,not found,1.50451,1.00693,1.906,0,0,0.25172,3,1,15,C2/c,296,0.5,2010,Mn,,,1,763.53,0.001309706,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
SUQMIB,140.8088,0.001856361,140.8088,140.8088,not found,3.35675,1.83213,2.341,0,0,0.33276,3,1,14,P21/c,173,1,2016,Co,,,1,3415.942,0.000878235,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes,no,no
EWEBUE,32.9063,0.001933097,32.9063,32.9063,not found,2.01774,1.09981,2.137,0,0,0.2923,3,3,18,P21212,295,0.5,2006,Ag,Mo,,2,1941.338,0.001030217,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no
QECXEB,28.8257,0.001958675,28.8257,28.8257,not found,4.11001,2.24414,2.402,0,0,0.37256,3,1,56,Pccn,280,0.5,2014,Ag,,,1,1628.865,0.003069622,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no
OFADAD,27.4953,0.001994322,27.4953,27.4953,not found,0.793333,none,1.479,none,none,none,3,1,2,P-1,291,1,2010,Fe,,,1,1437.75,0.000695531,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
FEFQAI,74.7917,0.002025071,74.7917,74.7917,1.7,2.08445,1.22136,2.998,0,0,0.31092,3,2.84,221,Pm-3m,258,0.5,2006,Cu,,,1,1326.038,0.002262379,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,no,no
JEFFUY,12.7945,0.002067521,12.7945,12.7945,not found,0.72,none,3.012,none,none,none,3,1,2,P-1,99,0.5,2010,Cu,,,1,669.198,0.001494326,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
JELTIG,60.7692,0.00210725,60.7692,60.7692,not found,0.513333,none,1.75,none,none,none,3,1,62,Pnma,293,0.5,2002,Co,,,1,1397.579,0.000715523,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
KEJDAF,14.2355,0.002130107,14.2355,14.2355,not found,1.4442,0.8666,2.125,0,0,0.22674,3,1,14,P21/c,293,0.5,2006,Cu,,,1,355.836,0.002810283,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
JISYEQ01,16.4762,0.002202489,16.4762,16.4762,not found,3.93368,2.29605,1.621,0,0,0.45018,3,1,19,P212121,153,1,2012,Fe,,,1,1109.67,0.001802338,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
DECJUT,27.1072,0.002352968,27.1072,27.1072,not found,1.91333,none,1.817,none,none,none,3,1,14,P21/n,296,1,2011,Co,,,1,672.059,0.001487965,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
WAFSOM,35.9051,0.002402493,35.9051,35.9051,not found,1.86791,1.15153,1.582,0,0,0.31058,3,4,14,P21/c,100,1,2014,Co,,,1,800.361,0.001249436,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
TONTIB,108.2035,0.002491474,108.2035,108.2035,not found,8.17687,3.88129,1.387,1698.45,1873.33,0.65232,3,2,13,P2/c,173,0.5,2012,Fe,,,1,9186.373,0.000108857,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
QOXBOW,47.9419,0.002567394,47.9419,47.9419,not found,2.05388,1.13304,1.71,0,0,0.34578,3,4,2,P-1,173,1,2001,Cu,,,1,1936.575,0.001032751,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
CEMFIK,52.9661,0.002645491,52.9661,52.9661,not found,4.22304,3.40489,1.738,0,0,0.42324,3,2,14,P21/c,150,1,2003,Rb,,,1,2311.024,0.000865417,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
SARTEK05,10.9548,0.002674063,10.9548,10.9548,not found,1.12568,0.81612,2.387,0,0,0.20776,3,1,15,C2/c,293,0.5,2009,Cu,,,1,298.546,0.003349568,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
JEFFOS,9.5762,0.002674335,9.5762,9.5762,not found,0.56,none,2.305,none,none,none,3,1,15,C2/c,110,0.5,2010,Cu,,,1,618.155,0.001617717,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
LATQAB,78.9111,0.002729574,78.9111,78.9111,not found,0.553333,none,2.738,none,none,none,3,1,15,C2/c,296,0.5,2013,Mn,Fe,,2,666.937,0.002998784,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
JISYEQ,25.4694,0.002731479,25.4694,25.4694,not found,4.13418,2.33214,1.515,0,0,0.48164,3,1,14,P21/c,293,1,2016,Fe,,,1,1187.365,0.001684402,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
JEPPIE,19.0627,0.002975565,19.0627,19.0627,not found,0.573333,none,2.295,none,none,none,3,1,62,Pnma,293,0.5,2002,Cu,,,1,1772.335,0.001128455,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
OBAPOW,25.5942,0.003141826,25.5942,25.5942,not found,2.34342,1.21321,1.441,0,0,0.3313,3,1,23,I222,298,0.25,2002,Mn,,,1,2301.576,0.000434485,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no
SARTEK03,10.9106,0.003168766,10.9106,10.9106,not found,1.17154,0.86233,2.332,0,0,0.22428,3,1,61,Pbca,298,1,2009,Cu,,,1,305.524,0.003273065,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
QEJCOX,17.1663,0.003213664,17.1663,17.1663,not found,1.9528,0.98297,1.928,0,0,0.24478,3,1,56,Pccn,150,0.5,2000,Co,,,1,492.571,0.002030164,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
QOSMUI,26.8099,0.003227542,26.8099,26.8099,not found,4.74901,2.65278,1.82,0,0,0.44728,3,1,12,C2/m,298,0.25,2009,Ag,,,1,2121.188,0.000471434,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
UJAYIN,68.201,0.003524691,68.201,68.201,2.9,3.826,1.42506,1.613,0,0,0.42526,3,1,14,P21/n,150,1,2015,Co,,,1,1445.425,0.000691838,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
QOVXEG01,137.3216,0.003607685,137.3216,137.3216,not found,5.22525,1.9963,1.676,0,0,0.42336,3,1,146,R3,98,0.33,2013,Co,,,1,6310.544,0.000158465,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
TEJLUR,10.4898,0.003640339,10.4898,10.4898,not found,1.25465,0.83448,2.146,0,0,0.22144,3,3,14,P21/c,100,0.5,2016,Mn,,,1,318.657,0.003138171,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
BITCUE,5.6738,0.003679251,5.6738,5.6738,0.13,1.87666,0.74908,2.322,0,0,0.20694,3,2,141,I41/amd,295,0.25,1996,Ag,,,1,544.796,0.001835549,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
FAFJAZ,12.7711,0.00369449,12.7711,12.7711,not found,1.69,1.20575,2.078,0,0,0.23192,3,1,15,C2/c,295,0.25,1990,Cu,,,1,1075.985,0.000929381,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
TEJLUR01,10.4939,0.003781022,10.4939,10.4939,not found,0.586667,none,2.146,none,none,none,3,1,14,P21/n,293,0.5,2010,Mn,,,1,318.69,0.003137846,yes,no,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
DENQEV,18.4537,0.003811226,18.4537,18.4537,not found,0.453333,none,3.338,none,none,none,3,1,14,P21/c,293,0.5,2011,Cu,,,1,1044.324,0.004787786,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,no,no
EHEXAS,8.5377,0.003874085,8.5377,8.5377,not found,1.51333,none,1.654,none,none,none,3,1,142,I41/acd,173,0.5,2017,Fe,,,1,531.969,0.001879809,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
LATPAA,37.8138,0.004209601,37.8138,37.8138,not found,0.506667,none,2.846,none,none,none,3,3,29,Pca21,103,1,2013,Co,V,,2,639.277,0.003128534,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
QIKRUZ,4.4762,0.004235724,4.4762,4.4762,not found,1.97648,0.90643,1.678,0,0,0.28608,3,1,14,P21/c,295,1,1998,Fe,,,1,372.368,0.002685515,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
UJAYOT,52.1245,0.004414231,52.1245,52.1245,2.8,3.8886,1.43641,1.943,0,0,0.42478,3,1,14,P21/n,150,1,2018,Co,,,1,1504.49,0.000664677,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
RBTCNQ13,0.8791,0.00458539,0.8791,0.8791,not found,1.96035,1.27061,1.759,0,0,0.25848,3,2.5,2,P-1,150,1,2008,Rb,,,1,273.467,0.003656748,yes,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
RBTCNQ12,0.873,0.004648793,0.873,0.873,1.3,1.84058,1.22231,1.809,0,0,0.23912,3,2.5,14,P21/n,100,1,2008,Rb,,,1,265.83,0.003761803,yes,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
KOYHIR,34.3487,0.004673827,34.3487,34.3487,not found,2.96766,1.35557,1.794,0,0,0.33446,3,1,11,P21/m,293,0.5,2007,Co,,,1,1372.001,0.00291545,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no
NEXZOH,10.3691,0.004826211,10.3691,10.3691,not found,2.40189,1.07551,1.78,0,0,0.30972,3,1,14,P21/c,293,0.5,2015,Co,,,1,985.55,0.002029324,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
CUGYUA,11.8128,0.005090706,11.8128,11.8128,not found,1.49333,none,2.673,none,none,none,3,2,2,P-1,173,1,2011,Ag,,,1,1337.571,0.008971486,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
QOVXIK,130.6866,0.00512989,130.6866,130.6866,not found,5.32159,2.11553,1.634,0,0,0.44232,3,1,72,Ibam,293,0.25,2006,Co,,,1,6538.223,0.000152947,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no
QEJZUB01,27.0309,0.005190844,27.0309,27.0309,not found,1.36989,0.93826,3.065,0,0,0.24706,3,1,14,P21/c,295,1,2000,Cu,,,1,576.57,0.00346879,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
PEDLAM,94.2523,0.00542078,94.2523,94.2523,not found,5.90973,1.9131,1.477,0,0,0.43132,3,1,56,Pccn,150,0.5,2014,Ag,,,1,10201.884,9.80211E-05,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
XULHIW,95.9158,0.00543629,95.9158,95.9158,not found,2.28101,1.08131,1.718,0,0,0.30132,3,5,14,P21/n,123,0.5,1995,Mn,,,1,3604.531,0.000277429,yes,no,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
OFACOQ,29.6198,0.005560102,29.6198,29.6198,not found,0.606667,none,1.417,none,none,none,3,1,2,P-1,293,1,2003,Fe,,,1,1491.789,0.000670336,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
OFIRIE,17.1352,0.005671124,17.1352,17.1352,not found,2.34584,1.30487,2.65,0,0,0.27386,3,1,14,P21/c,293,0.5,2010,Co,,,1,444.841,0.002247994,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
RODTAI,29.865,0.005979157,29.865,29.865,not found,0.366667,none,2.213,none,none,none,3,1,14,P21/c,100,0.5,2019,Cu,,,1,1358.188,0.00147255,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
ICECEA,25.2363,0.006386512,25.2363,25.2363,not found,2.23576,0.55114,1.885,0,0,0.1583,3,2,74,Imma,100,0.25,2014,Co,,,1,839.089,0.001191769,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
QUQQUP,15.1913,0.006605019,15.1913,15.1913,2.42,4.68955,4.10008,1.273,499.379,452.443,0.48424,3,3,14,P21/c,293,1,2001,Mn,,,1,1255.73,0.00079635,yes,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no
MEKLUJ,45.0988,0.0075732,45.0988,45.0988,not found,2.22761,1.49603,1.742,0,0,0.2941,3,1,15,C2/c,296,1,2015,Co,,,1,2182.04,0.000458287,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
OYOHUG,29.8197,0.008609682,29.8197,29.8197,not found,2.11209,1.09516,2.213,0,0,0.30732,3,1,19,P212121,180,1,2000,Co,,,1,1245.578,0.00080284,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
VUSNUT,15.4762,0.008654308,15.4762,15.4762,not found,1.61546,1.20559,2.526,0,0,0.2349,3,5,13,P2/c,173,0.5,2019,Cu,,,1,1119.068,0.000893601,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
SOTYIL,92.1236,0.009580856,92.1236,92.1236,not found,2.30972,1.7017,1.555,0,0,0.34544,3,1,2,P-1,293,1,2002,Co,,,1,5008.729,0.000598954,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
OFADOR,23.8653,0.009954196,23.8653,23.8653,not found,0.52,none,1.94,none,none,none,3,1,14,P21/c,293,0.5,2010,Fe,,,1,1533.842,0.001303915,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
VODPIO,18.3775,0.010177057,18.3775,18.3775,not found,3.29801,1.16906,1.69,0,0,0.36716,3,1,12,C2/m,89,0.5,2002,Co,,,1,1877.769,0.001065094,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no
LALWUR,33.8379,0.010219235,33.8379,33.8379,not found,2.30864,1.20649,1.753,0,0,0.34116,3,1,58,Pnnm,298,0.25,2013,Cu,,,1,2225.693,0.000898597,yes,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no
FUVTOG,78.2198,0.010435021,78.2198,78.2198,not found,2.11173,1.27286,1.53,0,0,0.34042,3,1,7,Pc,293,1,2006,Co,,,1,1741.5,0.000574218,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
IMAFEI,26.5371,0.011320208,26.5371,26.5371,not found,1.93391,1.34253,1.686,0,0,0.31222,3,1,2,P-1,295,1,1991,Co,,,1,1068.107,0.000936236,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
ESIRON,20.6432,0.012637783,20.6432,20.6432,not found,0.526667,none,1.714,none,none,none,3,1,14,P21/c,295,1,1985,Mn,,,1,946.119,0.002113899,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
ESOSOV,3.9116,0.012859284,3.9116,3.9116,not found,1.7278,1.14307,2.617,0,0,0.22504,3,1,2,P-1,293,0.5,2017,Tl,,,1,518.443,0.001928852,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
CUGLIB,31.4545,0.014865307,31.4545,31.4545,not found,2.26667,none,2.478,none,none,none,3,3,2,P-1,293,1,2003,Ag,,,1,2874.589,0.00834902,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
RIWXOL,92.0236,0.01503946,92.0236,92.0236,not found,4.86336,3.10601,3.212,0,0,0.53418,3,1,160,R3m,298,0.5,2008,Cu,,,1,2643.035,0.002270117,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
PEDKUF,93.5431,0.015469127,93.5431,93.5431,not found,5.95098,1.90246,1.437,0,0,0.43474,3,1,15,C2/c,293,0.5,2005,Ag,,,1,10212.037,9.79237E-05,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
TIRZID01,13.3408,0.016191862,13.3408,13.3408,not found,1.60801,0.99374,1.959,0,0,0.25846,3,1,12,C2/m,100,0.25,2007,Ni,,,1,484.5,0.002063983,yes,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
CEMFEG,84.5945,0.016604386,84.5945,84.5945,not found,4.19523,3.49059,1.761,0,0,0.4137,3,1,2,P-1,293,1,2003,Rb,,,1,4549.664,0.000439593,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
RAHTAV,11.4216,0.017981826,11.4216,11.4216,not found,1.99186,0.7765,2.382,0,0,0.21856,3,15,126,P4/nnc,153,0.25,2019,Ag,,,1,2141.308,0.000467004,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no
